ChuDe,CauHoi,TraLoi
NoiQuy_OnAo,Khung giờ nào tôi cần hạn chế tiếng ồn tại StarStay Hotel?,"Chúng tôi áp dụng khung giờ yên tĩnh bắt đầu từ 22:00 đêm cho đến 07:00 sáng hôm sau. Trong khoảng thời gian này, Quý khách vui lòng lưu ý giảm âm lượng thiết bị và hạn chế tiếng ồn lớn ạ."
NoiQuy_OnAo,"Nếu phòng bên cạnh gây ồn ào quá mức, tôi nên làm gì?","Nếu gặp tình trạng này, Quý khách vui lòng liên hệ ngay với lễ tân qua số hotline 0236 999 8888. Đội ngũ nhân viên của chúng tôi sẽ có mặt kịp thời để kiểm tra và nhắc nhở nhằm đảm bảo không gian yên tĩnh cho Quý khách ạ."
NoiQuy_OnAo,"Tôi có con nhỏ, liệu trẻ em chạy nhảy gây tiếng ồn trong hành lang có bị nhắc nhở không?","StarStay Hotel rất hoan nghênh các gia đình có trẻ nhỏ. Tuy nhiên, để đảm bảo không gian chung, chúng tôi mong Quý khách quản lý các bé tránh chạy nhảy hoặc nô đùa lớn tiếng tại khu vực hành lang và các khu vực công cộng ạ."
NoiQuy_OnAo,Việc sử dụng các thiết bị tạo âm thanh lớn tại khu vực hồ bơi có được phép không?,"Tại khu vực hồ bơi, Quý khách vui lòng sử dụng tai nghe nếu muốn nghe nhạc hoặc xem phim. Việc sử dụng loa cá nhân gây ảnh hưởng đến người xung quanh không được phép tại khu vực này ạ."
NoiQuy_OnAo,Khách sạn có xử lý các trường hợp khách hàng vi phạm quy định về tiếng ồn không?,"Dạ có ạ. Nếu nhận được phản ánh về việc gây tiếng ồn quá mức, nhân viên khách sạn sẽ đến nhắc nhở trực tiếp. Trong trường hợp vi phạm nhiều lần gây phiền toái nghiêm trọng, chúng tôi có quyền yêu cầu Quý khách ngưng sử dụng dịch vụ để đảm bảo quyền lợi cho khách khác."
NoiQuy_OnAo,"Tôi muốn tổ chức một cuộc họp nhỏ trong phòng, khách sạn có cấm không?","Nếu cuộc họp chỉ diễn ra với âm lượng bình thường và không ảnh hưởng đến các phòng xung quanh thì hoàn toàn ổn ạ. Tuy nhiên, nếu cần không gian chuyên biệt, Quý khách có thể liên hệ lễ tân để được hỗ trợ đặt dịch vụ phù hợp hơn."
NoiQuy_OnAo,Quy định về tiếng ồn có áp dụng vào ban ngày không?,"Dạ, quy định về giữ trật tự được áp dụng xuyên suốt để đảm bảo không gian thư giãn cho mọi khách hàng. Dù là ban ngày, Quý khách cũng vui lòng giữ âm lượng vừa phải, tránh các hoạt động gây tiếng ồn lớn ạ."
NoiQuy_OnAo,Tôi có thể nói chuyện điện thoại lớn tiếng ở sảnh khách sạn không?,"Khu vực sảnh là không gian chung, Quý khách vui lòng nói chuyện điện thoại với âm lượng vừa phải để giữ lịch sự chung cho mọi người xung quanh ạ."
NoiQuy_TreEm,Khách sạn có quy định cụ thể nào về việc lưu trú cùng trẻ em không?,"Chào Quý khách, tại StarStay Hotel, chúng tôi chào đón trẻ em lưu trú cùng gia đình. Tùy vào loại phòng Quý khách đặt, số lượng trẻ em đi kèm sẽ được quy định cụ thể để đảm bảo sự thoải mái và an toàn cho Quý khách ạ."
NoiQuy_TreEm,Tôi đặt phòng Tiêu chuẩn thì được phép dẫn bao nhiêu trẻ em đi cùng?,"Với phòng Tiêu chuẩn, Quý khách được phép lưu trú tối đa 2 người lớn và 1 trẻ em ạ."
NoiQuy_TreEm,Phòng Cao cấp của StarStay Hotel hỗ trợ tối đa bao nhiêu trẻ em?,Phòng Cao cấp của chúng tôi có sức chứa tối đa là 2 người lớn và 2 trẻ em ạ.
NoiQuy_TreEm,Gia đình tôi có 3 người lớn và 2 trẻ em thì nên đặt loại phòng nào?,"Với số lượng 3 người lớn và 2 trẻ em, Quý khách nên đặt phòng Suite để đảm bảo không gian rộng rãi 55 mét vuông và sự tiện nghi cho cả gia đình ạ."
NoiQuy_TreEm,Phòng Gia đình tại khách sạn chứa được mấy người lớn và trẻ em?,"Phòng Gia đình của StarStay Hotel có diện tích 75 mét vuông với 2 phòng ngủ, phục vụ tối đa 4 người lớn và 2 trẻ em ạ."
NoiQuy_TreEm,Trẻ em có được sử dụng hồ bơi trên tầng thượng của khách sạn không?,"Trẻ em hoàn toàn có thể sử dụng hồ bơi tầng thượng từ 6 giờ đến 22 giờ. Tuy nhiên, chúng tôi khuyến khích Quý khách luôn giám sát trẻ nhỏ trong suốt quá trình bơi để đảm bảo an toàn ạ."
NoiQuy_TreEm,Khách sạn có cung cấp dịch vụ trông giữ trẻ em không?,Hiện tại StarStay Hotel chưa có dịch vụ trông giữ trẻ em chuyên biệt. Quý khách vui lòng lưu ý giám sát các bé trong suốt thời gian lưu trú tại khách sạn ạ.
NoiQuy_TreEm,"Khi cho trẻ em đi cùng, tôi có cần mang theo giấy tờ tùy thân của bé không?","Dạ có, Quý khách vui lòng mang theo giấy khai sinh hoặc căn cước công dân của trẻ em để làm thủ tục check-in theo quy định pháp luật ạ."
NoiQuy_TreEm,Liệu trẻ em có bị tính phí khi sử dụng buffet sáng tại khách sạn không?,"Buffet sáng tại StarStay Hotel phục vụ từ 6 giờ 30 đến 10 giờ. Đối với chính sách phí cho trẻ em, Quý khách vui lòng liên hệ hotline 0236 999 8888 để lễ tân tư vấn chi tiết tùy theo độ tuổi của bé ạ."
NoiQuy_TreEm,Các bé có được chạy nhảy trong khu vực hành lang hoặc sảnh khách sạn không?,"Để đảm bảo không gian yên tĩnh và an toàn cho tất cả Quý khách, chúng tôi mong Quý khách vui lòng nhắc nhở các bé giữ trật tự và không chạy nhảy tại khu vực hành lang cũng như sảnh chung ạ."
NoiQuy_TreEm,Tôi có thể yêu cầu thêm nôi cho em bé trong phòng không?,Quý khách vui lòng liên hệ trực tiếp với lễ tân qua số hotline 0236 999 8888 để được kiểm tra tình trạng nôi hiện có tại khách sạn và hỗ trợ sắp xếp ạ.
NoiQuy_TreEm,"Khi ở cùng trẻ nhỏ, tôi cần lưu ý điều gì về an toàn trong phòng?","Quý khách nên chú ý đóng kỹ cửa sổ, không để trẻ chơi đùa gần khu vực ban công và luôn bảo quản các vật dụng nhỏ, sắc nhọn ngoài tầm với của trẻ để đảm bảo an toàn ạ."
NoiQuy_DoAnNgoai,Tôi có được mang đồ ăn từ ngoài vào trong phòng khách sạn không?,"Quý khách hoàn toàn có thể mang đồ ăn từ bên ngoài vào khách sạn StarStay để thưởng thức. Tuy nhiên, chúng tôi khuyến khích Quý khách giữ gìn vệ sinh chung trong phòng nghỉ ạ."
NoiQuy_DoAnNgoai,Khách sạn có cho phép đặt đồ ăn giao tận nơi từ các ứng dụng như Grab hay ShopeeFood không?,"Dạ có, Quý khách có thể đặt đồ ăn giao đến khách sạn. Vui lòng ghi rõ số phòng và tên của Quý khách để nhân viên lễ tân hỗ trợ hướng dẫn shipper giao hàng đến tận sảnh hoặc lên phòng cho Quý khách ạ."
NoiQuy_DoAnNgoai,Tôi muốn mang hải sản tươi sống về phòng để chế biến có được phép không?,"Dạ, vì lý do đảm bảo vệ sinh an toàn thực phẩm và tránh mùi khó chịu gây ảnh hưởng đến các phòng xung quanh, khách sạn không cho phép sơ chế hoặc chế biến hải sản tươi sống trong phòng nghỉ ạ."
NoiQuy_DoAnNgoai,Nếu tôi mua đồ ăn ngoài về và làm đổ ra thảm hoặc ga giường thì tôi có phải chịu phí gì không?,"Nếu xảy ra sự cố làm bẩn hoặc hỏng hóc nội thất do đồ ăn gây ra, chúng tôi sẽ cần tính phí vệ sinh hoặc phí bồi thường tùy theo mức độ thiệt hại thực tế ạ. Rất mong Quý khách lưu ý giữ gìn vệ sinh chung."
NoiQuy_DoAnNgoai,Khách sạn có cung cấp bát đĩa hoặc dụng cụ ăn uống nếu tôi mua đồ ăn ngoài về không?,"Dạ có ạ, Quý khách có thể liên hệ lễ tân qua số hotline 0236 999 8888 để được hỗ trợ cung cấp bát, đĩa hoặc thìa nĩa sử dụng một lần nếu cần thiết."
NoiQuy_DoAnNgoai,Tôi có được mang thức uống có cồn từ ngoài vào khách sạn để uống không?,"Quý khách có thể mang thức uống từ ngoài vào phòng sử dụng bình thường. Tuy nhiên, Quý khách vui lòng lưu ý không sử dụng các chất kích thích bị cấm và giữ trật tự để không ảnh hưởng đến các khách lưu trú khác ạ."
NoiQuy_DoAnNgoai,Tại sao tôi không được phép nấu nướng đồ ăn trong phòng?,"Vì lý do an toàn phòng chống cháy nổ và đảm bảo hệ thống báo cháy của khách sạn hoạt động ổn định, chúng tôi quy định không sử dụng bếp nấu trong phòng nghỉ ạ. Cảm ơn Quý khách đã thông cảm cho quy định này."
NoiQuy_DoAnNgoai,Khách sạn có chỗ để tôi cất giữ thực phẩm mua về nếu phòng không có tủ lạnh không?,Tất cả các phòng tại StarStay Hotel đều được trang bị tủ lạnh mini riêng. Quý khách có thể thoải mái bảo quản đồ ăn và thức uống mua từ ngoài về tại đó ạ.
NoiQuy_DoAnNgoai,Có hạn chế nào về loại thực phẩm được phép mang vào phòng không?,"Chúng tôi không hạn chế loại thực phẩm, ngoại trừ các loại có mùi quá nồng gây ảnh hưởng đến không khí trong phòng hoặc các loại thực phẩm trái quy định pháp luật. Rất mong Quý khách lưu ý ạ."
NoiQuy_DoAnNgoai,Nếu tôi tổ chức tiệc sinh nhật nhỏ với bánh kem trong phòng thì có cần xin phép không?,Quý khách hoàn toàn có thể tổ chức tiệc sinh nhật nhỏ trong phòng. Chỉ cần Quý khách không làm ồn ảnh hưởng đến phòng bên cạnh và đảm bảo dọn dẹp sạch sẽ sau khi tiệc kết thúc là được ạ.
CheckIn_QuyTrinh,Khách sạn StarStay Hotel quy định giờ nhận phòng là mấy giờ?,"Dạ, giờ nhận phòng tiêu chuẩn tại StarStay Hotel là 14:00 ạ."
CheckIn_QuyTrinh,Nếu tôi đến sớm trước 14:00 thì có được nhận phòng ngay không?,"Quý khách có thể nhận phòng sớm nếu khách sạn còn phòng trống. Trường hợp nhận phòng trước 14:00, chúng tôi sẽ tính phí 50% giá phòng một đêm ạ."
CheckIn_QuyTrinh,Tôi cần mang theo giấy tờ gì để làm thủ tục nhận phòng?,"Để làm thủ tục nhận phòng, Quý khách vui lòng xuất trình Căn cước công dân hoặc Hộ chiếu (đối với người nước ngoài) để nhân viên lễ tân ghi nhận thông tin theo quy định ạ."
CheckIn_QuyTrinh,Khách sạn có dịch vụ hỗ trợ làm thủ tục nhận phòng 24/7 không?,"Dạ có, quầy lễ tân của StarStay Hotel luôn sẵn sàng hỗ trợ Quý khách 24/7. Nếu Quý khách đến ngoài giờ hành chính, nhân viên của chúng tôi vẫn luôn túc trực để đón tiếp ạ."
CheckIn_QuyTrinh,"Tôi đã đặt phòng từ trước, khi đến nơi tôi cần thực hiện những bước nào để nhận phòng?","Quý khách vui lòng đến quầy lễ tân, cung cấp mã đặt phòng hoặc tên người đặt. Nhân viên sẽ tiến hành kiểm tra đơn, thu nốt số tiền cọc còn lại (nếu có) và hướng dẫn Quý khách nhận chìa khóa phòng ạ."
CheckIn_QuyTrinh,Nếu tôi chưa đặt phòng trước thì có thể đến trực tiếp khách sạn để nhận phòng không?,Quý khách hoàn toàn có thể đến trực tiếp khách sạn để thực hiện đặt phòng (Walk-in). Nhân viên lễ tân sẽ kiểm tra tình trạng phòng trống và hỗ trợ làm thủ tục nhận phòng ngay cho Quý khách ạ.
CheckIn_QuyTrinh,Khách sạn có yêu cầu đặt cọc trước khi nhận phòng không?,"Dạ có, để đảm bảo đặt chỗ, Quý khách cần đặt cọc trước 30% hoặc thanh toán đủ 100% giá trị phòng. Quý khách có thể thanh toán qua VNPay, Momo, chuyển khoản hoặc tiền mặt ạ."
CheckIn_QuyTrinh,Tôi có thể thanh toán chi phí phòng bằng thẻ Visa hoặc Master Card khi nhận phòng được không?,"Dạ được ạ, StarStay Hotel chấp nhận đa dạng các phương thức thanh toán bao gồm tiền mặt, chuyển khoản, ví điện tử (VNPay, Momo) và cả thẻ Visa/Master Card ạ."
CheckIn_QuyTrinh,"Nếu chuyến bay của tôi đến Đà Nẵng vào đêm muộn, khách sạn có tiếp nhận khách check-in không?","Dạ có, lễ tân của chúng tôi làm việc 24/7 nên Quý khách hoàn toàn yên tâm. Nếu Quý khách cần hỗ trợ đưa đón từ sân bay, vui lòng liên hệ hotline 0236 999 8888 trước để chúng tôi chuẩn bị ạ."
CheckIn_QuyTrinh,Khách sạn có quy định về việc mang theo thú cưng khi nhận phòng không?,"Rất tiếc, StarStay Hotel hiện không cho phép mang theo thú cưng dưới mọi hình thức để đảm bảo không gian nghỉ dưỡng cho tất cả Quý khách ạ."
CheckIn_QuyTrinh,Tôi muốn biết quy trình xử lý khi khách hàng hủy phòng sau khi đã đặt cọc?,"Chính sách hủy phòng của chúng tôi như sau: Hủy trước 7 ngày hoàn 100%, từ 3-7 ngày hoàn 50%, dưới 3 ngày khách sạn sẽ giữ toàn bộ tiền cọc ạ."
CheckIn_QuyTrinh,"Sau khi check-in xong, tôi có thể hỏi lễ tân về các địa điểm du lịch tại Đà Nẵng không?","Dạ chắc chắn rồi ạ! Nhân viên lễ tân của StarStay Hotel luôn sẵn lòng tư vấn cho Quý khách về các địa điểm tham quan như Bãi biển Mỹ Khê, Ngũ Hành Sơn hay Bà Nà Hills ạ."
CheckIn_QuyTrinh,Có lối đi riêng cho người khuyết tật khi làm thủ tục check-in tại sảnh không?,"Dạ có, khách sạn chúng tôi được thiết kế với lối đi dành riêng cho người khuyết tật để đảm bảo sự thuận tiện nhất cho Quý khách khi đến làm thủ tục ạ."
CheckIn_QuyTrinh,Nếu tôi muốn thay đổi loại phòng ngay tại quầy lễ tân lúc check-in thì có được không?,"Dạ được ạ, nếu tại thời điểm đó khách sạn còn phòng trống thuộc loại Quý khách mong muốn, lễ tân sẽ hỗ trợ Quý khách đổi phòng và cập nhật lại chi phí chênh lệch ạ."
